#name	name2
NM_206219	RpL19
NM_166699	CG30427
NM_166698	CG30427
NM_166697	CG30427
NM_166704	zip
NM_166703	emp
NM_166702	emp
NM_166700	CG3760
NM_138148	CG3829
NM_138147	CG2736
NM_138146	Phk-3
NM_138145	CG3776
NM_138144	CG2765
NM_138143	CG12851
NM_138142	CG2790
NM_138141	CG3770
NM_138140	CG15861
NM_138139	Tina-1
NM_138138	CG2811
NM_138137	CG3760
NM_138136	CG30427
NM_138135	pain
NM_079137	uzip
NM_079136	zip
NM_079135	emp
NM_057283	RpL19
NM_001299946	uzip
NM_001299945	CG3829
NM_001299944	emp
NM_001299943	emp
NM_001299942	Phk-3
NM_001299941	Phk-3
NM_001299940	CG3776
NM_001299939	CG3776
NM_001299938	CG30424
NM_001299937	CG12851
NM_001299936	CG12851
NM_001299935	CG3770
NM_001299934	CG15861
NM_001299933	CG2811
NM_001299932	CG3760
NM_001274248	pain
NM_001274247	pain
NM_001259587	zip
NM_001259586	CG2765
NM_001259585	CG2811
NM_001259584	CG3760
NM_001259583	CG30427
NM_001259578	NaCP60E
NM_001202082	zip
NM_001202081	zip
NM_001202080	zip
NM_001202079	zip
NM_001169828	CG30427
NM_001169827	CG30427
NM_001103985	CG30424
NM_001103984	CG30424
NM_001103983	CG30424
NM_001103982	CG2765
NM_001103981	CG2765
NM_001038885	Tina-1
NM_001014553	zip
NM_001014552	zip
NM_166706	CG30430
NM_166705	gol
NM_145761	lov
NM_138150	lov
NM_079141	lov
NM_079140	gol
NM_079139	gsb
NM_079138	gsb-n
NM_001299948	CG30430
NM_001299947	lov
NM_001259589	CG43106
NM_001259588	gol
NM_001169829	gol
NM_001014554	lov
NM_166709	CG30428
NM_166708	CG30429
NM_166707	CG9380
NM_138151	Ebp
NM_079143	Kr
NM_079142	EbpII
NM_001299951	CG30428
NM_001299950	EbpII
NM_001299949	Sfp60F
NM_001274252	Kr
NM_001274251	CG9380
NM_001274250	CG9380
NM_001274249	Ebp
NM_001259590	CG34038
NM_001169830	Sfp60F
NM_001043106	CG9380
NM_001038886	CG34038
NM_001032277	CG33680
NM_140662	CG13025
NM_080110	ImpE1
NM_057450	Nrt
NM_001274648	ImpE1
NM_001347744	Usp5
NM_168205	lark
NM_168204	lark
NM_168203	lark
NM_168202	lark
NM_168113	shep
NM_168112	shep
NM_168111	shep
NM_167852	bab1
NM_139612	CG43367
NM_139516	Usp5
NM_079937	sls
NM_079233	lark
NM_001274385	sls
NM_001274384	sls
NM_001274383	sls
NM_001274382	sls
NM_001274381	sls
NM_001274380	sls
NM_001274379	sls
NM_001274378	sls
NM_001274377	sls
NM_001274376	sls
NM_001274375	sls
NM_001274312	bab1
NM_001274311	bab1
NM_001274310	bab1
NM_001259707	shep
NM_001259684	CG43367
NM_001259660	Usp5
NM_001259622	sls
NM_001202119	CG43367
NM_168557	bru3
NM_168462	Mob2
NM_168461	Mob2
NM_168460	Mob2
NM_168343	MTF-1
NM_140217	Mob2
NM_140054	MTF-1
NM_079335	bru3
NM_079321	ara
NM_001300074	MTF-1
NM_001300073	MTF-1
NM_001274879	bru3
NM_001274878	bru3
NM_001274784	Mob2
NM_001259779	Rbfox1
NM_001259778	Rbfox1
NM_001202171	bru3
NM_001202170	bru3
NM_001202169	bru3
NM_001202168	bru3
NM_001202167	bru3
NM_001202166	bru3
NM_001202165	bru3
NM_001202164	bru3
NM_001202163	bru3
NM_001202162	bru3
NM_001202161	bru3
NM_001169961	ara
NM_001144483	ome
NM_001104092	MTF-1
NM_001104091	MTF-1
NM_001104090	MTF-1
NM_168826	Su(z)12
NM_143802	Su(z)12
NM_079427	Uggt
NM_079407	Grd
NM_001104183	CG33286
NM_001043177	Snap25
NM_001043176	Snap25
NR_133140	lncRNA:CR45805
NR_124740	lncRNA:CR45378
NM_167846	Glut1
NM_167790	Pdk1
NM_138203	Rev1
NM_138177	Tudor-SN
NM_079149	klar
NM_001274306	Glut1
NM_001274305	Glut1
NM_001274304	Glut1
NM_001274303	Glut1
NM_001274282	klar
NM_001274266	Tudor-SN
NM_001274254	Pdk1
NM_001103993	klar
NM_001043111	klar
NM_176271	Ctr9
NM_176270	Ctr9
NM_167928	SCOT
NM_167897	CG12004
NM_139426	SCOT
NM_139410	Cpr62Bb
NM_139392	CG7991
NM_139370	CG12004
NM_001299970	CG12004
NM_001274372	SCOT
NM_001274363	Cpr62Bb
NM_001274324	Ptp61F
NM_001202089	CG7991
NM_001144397	Cpr62Bb
NM_001104004	CG12004
NM_206255	Pxn
NM_206254	Pxn
NM_206253	Pxn
NM_206246	Svil
NM_206244	Svil
NM_167957	Pxn
NM_167951	CG1146
NM_167950	CG1146
NM_139468	CG1146
NM_079167	Pxn
NM_001299990	Svil
NM_001299986	Svil
NM_001259651	Mrtf
NM_001144407	Mrtf
NM_001031933	Svil
NM_206268	CG32264
NM_168037	CG32264
NM_168033	Eip63E
NM_168031	sty
NM_079180	Eip63E
NM_079178	sty
NM_080163	Eip63F-1
NM_080071	dib
NM_001274444	Eip63E
NM_001202117	Eip63F-1
NM_001202113	Eip63E
NM_001104025	CG32264
NM_001043116	Eip63E
NM_168096	CG42540
NM_168095	CG42540
NM_168104	CG32237
NM_168102	RhoGEF64C
NM_144080	CG42540
NM_139684	CG17030
NM_139660	CG42540
NM_139636	Cip4
NM_001300007	CG42540
NM_001274496	RhoGEF64C
NM_001274492	CG42540
NM_001274491	CG42540
NM_001274490	CG42540
NM_001274484	Cip4
NM_001274483	Cip4
NM_001259698	CG42540
NM_001259706	Con
NM_001259693	Cip4
NM_001259692	Cip4
NM_001259691	Cip4
NM_001259689	Cip4
NM_001259690	Cip4
NM_001259688	Cip4
NM_001259687	Cip4
NM_001104031	Cip4
NM_139739	CG5592
NM_139728	Ppat-Dpck
NM_139725	Blimp-1
NM_001300016	Blimp-1
NM_001274514	Blimp-1
NM_001274513	Blimp-1
NM_001169880	CG34342
NM_001104039	CG34342
NM_206282	MCU
NM_206281	MCU
NM_206280	MCU
NM_168170	MCU
NM_168169	MCU
NM_144449	MCU
NM_139804	tow
NM_139788	CG42747
NM_001300025	MCU
NM_001274561	tow
NM_001274560	tow
NM_001274559	tow
NM_001259718	MCU
NM_001104056	tow
NM_206297	CG32373
NM_206294	Pura
NM_168252	nmo
NM_168251	nmo
NM_168250	nmo
NM_168249	nmo
NM_168248	nmo
NM_168233	Pdp1
NM_168229	CG32373
NM_079243	nmo
NM_080017	Uba2
NM_001274643	Dscam4
NM_001274642	Dscam4
NM_001274626	nmo
NM_001274618	Pdp1
NM_001274604	Pura
NM_001144437	Dscam4
NM_001144436	Dscam4
NM_001043131	Dscam4
NM_001370048	nmo
NM_168322	Rdl
NM_168321	Rdl
NM_168299	Tsp66E
NM_168298	Tsp66E
NM_168294	Fhos
NM_168293	Fhos
NM_139994	Pex7
NM_139977	GstO3
NM_140026	Doc1
NM_079267	Rdl
NM_079261	Tsp66E
NM_001274688	Rdl
NM_001274687	Rdl
NM_001274686	Rdl
NM_001274683	Doc1
NM_001274670	Fhos
NM_001259755	Fhos
NM_001259754	Fhos
NM_001259753	Fhos
NM_001202143	Fhos
NM_001202142	Fhos
NM_001169916	Fhos
NM_001144442	Pex7
NR_133212	lncRNA:CR46006
NR_133211	lncRNA:CR46006
NR_133210	lncRNA:CR46006
NR_133209	lncRNA:CR46006
NM_176313	CG43897
NM_176312	CG43897
NM_176311	CG43897
NM_176310	CG43897
NM_176309	CG43897
NM_176308	CG43897
NM_168379	CG43897
NM_168352	CG42673
NM_140132	scramb1
NM_079286	Ubc4
NM_001300085	Ubc4
NM_001300084	Ubc4
NM_001274746	dpr6
NM_001274745	dpr6
NM_001274741	bma
NM_001274740	bma
NM_001274734	CG43897
NM_001274733	CG43897
NM_001274732	CG43897
NM_001274731	CG43897
NM_001274730	CG43897
NM_001274729	CG43897
NM_001274728	CG43897
NM_001274727	CG43897
NM_001202149	CG42673
NM_001104100	bma
NM_001038909	CG43897
NM_001038908	CG43897
NM_168448	IRSp53
NM_140156	CG6418
NM_001300098	IRSp53
NM_001104113	IRSp53
NM_001104112	IRSp53
NM_176322	Est-6
NM_168487	rols
NM_168470	CG32085
NM_079305	Klp68D
NM_001300108	CG44837
NM_001274820	Est-6
NM_001274810	rols
NM_001274808	rols
NM_001274797	Klp68D
NM_001316462	caps
NM_168555	Tgi
NM_168540	caps
NM_168525	CG10948
NM_168524	CG10948
NM_140401	Tgi
NM_140349	CG10948
NM_079332	caps
NM_001043139	caps
NM_168589	Gbs-70E
NM_168571	Ptip
NM_140451	Gbs-70E
NM_140448	bbg
NM_140447	bbg
NM_140411	dysc
NM_080073	fz
NM_001274913	Gbs-70E
NM_001274907	fz
NM_001274884	dysc
NM_001274883	dysc
NM_001274882	dysc
NM_001274881	dysc
NM_001259826	bbg
NM_001144481	bbg
NM_001144480	bbg
NM_001144479	bbg
NM_001144478	bbg
NM_001144477	bbg
NM_001144475	dysc
NM_001144474	dysc
NR_073937	lncRNA:CR43992
NM_206363	CG17839
NM_168630	RhoGAP71E
NM_168629	RhoGAP71E
NM_140527	RhoGAP71E
NM_140472	DCX-EMAP
NM_140471	DCX-EMAP
NM_001274958	RhoGAP71E
NM_001274957	RhoGAP71E
NM_001274937	Plp
NM_001274936	Plp
NM_001274935	Plp
NM_001274934	Plp
NM_001274933	Plp
NM_001274932	Plp
NM_001274931	Plp
NM_001274930	Plp
NM_001274922	DCX-EMAP
NM_001274921	DCX-EMAP
NM_001259833	Plp
NM_001259832	Plp
NM_001202183	RhoGAP71E
NM_001144484	RhoGAP71E
NM_001043141	CG17839
NM_001032402	Plp
NM_168670	CG43373
NM_168662	Agpat3
NM_168661	Agpat3
NM_140631	Agpat3
NM_140567	Hip14
NM_080104	Abl
NM_001300156	Abl
NM_001274982	Hip14
NM_001274981	Hip14
NM_001274971	pHCl-1
NM_001274970	pHCl-1
NM_001274969	pHCl-1
NM_001274968	pHCl-1
NM_001274967	pHCl-1
NM_001274966	pHCl-1
NM_001274965	pHCl-1
NM_001275036	Abl
NM_001275035	Abl
NM_001275034	Abl
NM_001275033	Abl
NM_001275032	Abl
NM_001275031	Abl
NM_001275030	Abl
NM_001259864	Agpat3
NM_001259853	pHCl-1
NM_001259852	pHCl-1
NM_001169979	pHCl-1
NM_001104153	Abl
NM_001104152	CG43373
NM_001038936	pHCl-1
NM_001038935	pHCl-1
NM_001038934	pHCl-1
NM_001370024	pHCl-1
NM_001370025	pHCl-1
NM_001370026	pHCl-1
NM_206388	Lmpt
NM_206387	Lmpt
NM_170635	Lmpt
NM_168744	Ccn
NM_168741	Eip74EF
NM_168739	Eip74EF
NM_168740	Eip74EF
NM_168732	Coq4
NM_168718	Rbp6
NM_140720	Coq4
NM_140673	Lmpt
NM_079402	frc
NM_001275050	Rbp6
NM_001275047	Lmpt
NM_001259887	Eip74EF
NM_001259886	Coq4
NM_001259879	Lmpt
NM_001202193	Lmpt
NM_001144490	frc
NM_001104161	Rbp6
NM_001038939	scaf6
NM_001014590	Eip74EF
NM_001014589	scaf6
NM_001316451	Eip75B
NM_168770	CG32199
NM_168757	Eip75B
NM_168756	Eip75B
NM_168755	Eip75B
NM_079409	Eip75B
NM_001300176	CG13380
NM_001259893	Eip75B
NM_001259892	Eip75B
NM_001038943	CG4174
NM_001038942	CG4174
NM_001038941	CG13380
NM_176360	CG32206
NM_168794	CG32206
NM_140883	tey
NM_140842	Aldh7A1
NM_140836	CG14082
NM_080049	nkd
NM_001275134	Gyc76C
NM_001275131	tey
NM_001275130	tey
NM_001275106	CG14082
NM_001275101	nkd
NM_001275100	nkd
NM_001170004	Gyc76C
NM_001170003	Gyc76C
NM_001144509	tey
NM_001144498	CG14082
NM_001007096	CG42637
NM_001007095	CG42637
NR_073957	asRNA:CR43875
NM_140969	CG5910
NM_140925	CG42674
NM_079466	CSN3
NM_079456	alphaSnap
NM_001275162	CG42674
NM_001275161	CG42674
NM_001202208	CG42674
NM_001170011	CG5910
NM_001144514	CG42674
NM_001144513	CG42674
NM_001144512	CG42674
NM_001316446	mub
NM_206423	mub
NM_206415	Hr78
NM_168946	mub
NM_168937	Syn1
NM_168908	Hr78
NM_168907	Hr78
NM_141104	CG14564
NM_141083	Alg11
NM_079484	mub
NM_079481	Syn1
NM_079479	Hr78
NM_079471	Eip78C
NM_079469	ko
NM_001275269	mub
NM_001275268	mub
NM_001275263	Syn1
NM_001275262	Syn1
NM_001275253	Alg11
NM_001259947	mub
NM_001259946	mub
NM_001259945	mub
NM_001259944	mub
NM_001259934	Eip78C
NM_001259933	Eip78C
NM_001202223	Hr78
NM_001202222	Hr78
NM_001170022	mub
NM_001043154	mub
NM_168964	jim
NM_168948	olf413
NM_143699	jim
NM_141144	CG14457
NM_141130	Srpk79D
NM_001275294	jim
NM_001275293	jim
NM_001275292	jim
NM_001275284	CG14457
NM_001275281	Srpk79D
NM_001275280	Srpk79D
NM_001275279	Srpk79D
NM_001275275	olf413
NM_001259959	jim
NM_001259953	Srpk79D
NM_001259952	Srpk79D
NM_001259951	Srpk79D
NM_001259950	Srpk79D
NM_001202232	Srpk79D
NM_001202231	Srpk79D
NM_001104190	Srpk79D
NM_001014600	CG14457
NM_079495	alpha-Cat
NM_001300225	alpha-Cat
NM_001170027	AGO3
NM_001043170	CG40470
NM_001043164	AGO3
NM_001043163	AGO3
NM_001043162	AGO3
NM_001104200	nvd
NM_001316486	CG45782
NM_001276235	CG40178
NM_001015188	CG40178
NM_001015187	CG40178
NM_001276241	Dbp80
NM_001276240	Dbp80
NM_001276239	Dbp80
NM_001015151	Dbp80
NR_133139	lncRNA:CR43150
NR_124738	lncRNA:CR45400
NR_124737	lncRNA:CR45402
NR_124736	lncRNA:CR45401
NR_124735	lncRNA:CR44511
NR_124734	lncRNA:CR44510
NR_073902	lncRNA:CR43988
NM_144069	CG12483
NM_138155	CG13405
NM_138154	mthl8
NM_079144	Lsp1gamma
NM_001274253	mthl8
NM_001259593	CG13405
NM_001259591	CG43149
NR_133141	asRNA:CR45806
NR_124739	lncRNA:CR43151
NR_048208	snoRNA:Tudor-SN-a
NR_048207	lncRNA:CR42862
NR_048206	lncRNA:CR42862
NR_048205	lncRNA:CR42862
NR_048204	lncRNA:CR42862
NR_037746	lncRNA:CR42862
NR_003839	snoRNA:Psi18S-996
NM_206224	E(bx)
NM_206223	CG33229
NM_206222	rno
NM_206221	Vdup1
NM_167821	mthl14
NM_167819	E(bx)
NM_167817	E(bx)
NM_167813	pyx
NM_167810	Kaz1-ORFB
NM_167809	Kaz1-ORFB
NM_167799	Mtch
NM_167798	Vdup1
NM_167797	p130CAS
NM_167796	Dic61B
NM_167805	Dis3l2
NM_167795	Pdk1
NM_167804	thoc7
NM_167794	Pdk1
NM_167803	Gk1
NM_167793	Pdk1
NM_167792	Pdk1
NM_167801	mri
NM_167791	Pdk1
NM_167800	Mtch
NM_167789	Pdk1
NM_138176	wac
NM_138175	DIP2
NM_138171	pyx
NM_138169	Kaz1-ORFB
NM_138170	CG13877
NM_138168	Dis3l2
NM_138167	thoc7
NM_138166	CG7028
NM_138165	CG13876
NM_138164	mri
NM_138163	rno
NM_138161	CG13875
NM_138160	Vdup1
NM_138159	CG7049
NM_138157	Dic61B
NM_138156	CG6845
NM_079916	Gk1
NM_080383	NitFhit
NM_080382	Pdk1
NM_079145	Mtch
NM_001299958	CG33229
NM_001299957	CG7028
NM_001299956	CG7028
NM_001299955	CG7028
NM_001299954	mri
NM_001299953	Mkp
NM_001299952	Mkp
NM_001274265	wac
NM_001274264	DIP2
NM_001274263	DIP2
NM_001274262	DIP2
NM_001274261	E(bx)
NM_001274259	E(bx)
NM_001274260	E(bx)
NM_001274258	E(bx)
NM_001274257	CG7028
NM_001274256	CG13875
NM_001274255	Vdup1
NM_001259599	rno
NM_001259598	Mtch
NM_001259597	Mtch
NM_001259596	Mtch
NM_001259601	DIP2
NM_001202085	CG42846
NM_001202084	CG13877
NM_001169835	wac
NM_001169834	E(bx)
NM_001169833	E(bx)
NM_001169832	Vdup1
NM_001169831	p130CAS
NM_001144389	p130CAS
NM_001144388	p130CAS
NM_001144387	CG6845
NM_001144386	CG6845
NM_001103988	CG34453
NM_001103987	CG34454
NM_001103986	p130CAS
NM_001043109	CG34140
NM_001043108	Mkp
NM_001043107	Mkp
NM_001031920	Kaz1-ORFB
NM_206225	miple1
NM_176268	mthl10
NM_167833	CG1233
NM_167831	Ptpmeg
NM_167830	Ptpmeg
NM_167829	mth
NM_167828	Atac3
NM_167827	fwd
NM_167826	fwd
NM_167825	RhoGEF3
NM_167824	RhoGEF3
NM_167823	RhoGEF3
NM_167822	CG32845
NM_144356	Roc1b
NM_143739	miple2
NM_138191	CG13884
NM_138190	CG1233
NM_138189	Cdc5
NM_138188	CG1231
NM_138187	Ptpmeg
NM_138186	mthl10
NM_138185	mthl9
NM_138184	CG32344
NM_138183	RhoGEF3
NM_138182	RhoGEF3
NM_138180	RhoGEF3
NM_138179	ttm2
NM_138178	miple1
NM_079148	trh
NM_079147	mth
NM_079146	mRpL17
NM_080083	fwd
NM_001274281	trh
NM_001274279	trh
NM_001274280	trh
NM_001274278	trh
NM_001274277	mthl10
NM_001274276	mthl10
NM_001274275	Atac3
NM_001274274	fwd
NM_001274273	RhoGEF3
NM_001274272	miple2
NM_001274271	miple2
NM_001274270	miple2
NM_001274269	miple2
NM_001274268	miple1
NM_001274267	mRpL17
NM_001259606	mth
NM_001259605	mthl10
NM_001259604	mthl10
NM_001259603	mthl10
NM_001259602	Atac3
NM_001169842	Cdc5
NM_001169839	Ptpmeg
NM_001169838	Ptpmeg
NM_001169837	RhoGEF3
NM_001169836	RhoGEF3
NM_001144394	Atac3
NM_001144393	ddbt
NM_001144392	ddbt
NM_001144391	RhoGEF3
NM_001144390	RhoGEF3
NM_001103991	trh
NM_001103989	CG34263
NM_001103990	ddbt
NM_001043110	trh
NM_001370043	fwd
NR_133142	lncRNA:CR46002
NR_073903	lncRNA:CR43969
NR_002471	snmRNA:438
NM_138192	CG13891
NM_001299960	klar
NM_001299959	klar
NM_001274284	klar
NM_001274283	klar
NM_001103995	CG34268
NM_001103994	CG34267
NM_001103992	klar
NR_133145	asRNA:CR45807
NR_133144	lncRNA:CR45808
NR_133143	lncRNA:CR46249
NR_124744	lncRNA:CR42719
NR_124743	lncRNA:CR44513
NR_124742	lncRNA:CR45117
NR_124741	lncRNA:CR45118
NR_073905	lncRNA:CR43334
NR_073904	lncRNA:CR43334
NR_048212	ban
NR_048211	lncRNA:CR43423
NR_048210	lncRNA:CR43423
NR_048209	lncRNA:CR43334
NM_167836	CG43337
NM_167835	MED14
NM_167834	Hipk
NM_138199	Reg-2
NM_138198	CG13893
NM_138197	MED14
NM_138196	Kah
NM_138195	Ppm1
NM_138194	Hipk
NM_138193	CG17180
NM_138202	MED30
NM_138201	CG3402
NM_138200	Gale
NM_079150	Cypl
NM_001274286	Hipk
NM_001274285	CG17180
NM_001259608	Gale
NM_001259607	CG43337
NM_001103996	CG34269
NR_124746	lncRNA:CR45411
NR_124745	lncRNA:CR44514
NR_073907	lncRNA:CR43785
NR_073906	lncRNA:CR43785
NM_167840	CkIIalpha-i3
NM_167839	CG32483
NM_167838	CG17129
NM_167837	CG17129
NM_138213	hng3
NM_138212	CG13896
NM_138211	CG13895
NM_138210	CG13894
NM_138209	Vti1a
NM_138208	RabX6
NM_138207	hiro
NM_138206	ebd1
NM_138205	CG3386
NM_138204	CG17129
NM_079152	emc
NM_079151	CkIIalpha-i3
NM_001299961	CkIIalpha-i3
NM_001274293	hng3
NM_001274292	CG13896
NM_001274291	CG13895
NM_001274290	RabX6
NM_001274289	CG3386
NM_001274288	CG3386
NM_001274287	CG3386
NM_001144395	CG13896
NR_133146	lncRNA:CR46200
NR_124750	lncRNA:CR45184
NR_124749	lncRNA:CR45184
NR_124748	lncRNA:CR45184
NR_124747	lncRNA:CR44537
NR_073908	lncRNA:CR43883
NR_048215	snoRNA:CG32479-a
NR_048214	snoRNA:CG32479-b
NR_003848	snoRNA:Psi18S-1086
NR_003847	snoRNA:Psi28S-3308
NR_003846	snoRNA:Psi18S-110
NR_003845	snoRNA:Me28S-A771
NR_003844	snoRNA:Me5.8S-G74
NR_003843	snoRNA:Me28S-G3113a
NR_003842	snoRNA:Me28S-G3113b
NR_003841	snoRNA:Me28S-C788a
NR_003840	snoRNA:Me28S-C788b
NM_167844	Usp10
NM_167843	CG13887
NM_167842	Sf3b3
NM_138228	CG13905
NM_138225	CG13907
NM_138223	CG12502
NM_138222	dpr20
NM_138221	Dci
NM_138220	cep290
NM_138219	JMJD5
NM_138218	CG13887
NM_138217	CG13901
NM_138216	CG42553
NM_138214	CG13898
NM_079153	Gr61a
NM_080044	nerfin-1
NM_001299965	CG13907
NM_001299964	CG12502
NM_001299963	Gr61a
NM_001299962	CG13887
NM_001274299	Usp10
NM_001274298	cep290
NM_001274297	Gr61a
NM_001274296	JMJD5
NM_001274295	CG13901
NM_001274294	Sf3b3
NM_001274300	Usp10
NM_001259610	CG12502
NM_001259609	CG13887
NM_001169843	CG42554
NM_001038892	CG34057
NM_001038891	CG34057
NM_001038890	CG34056
NR_133149	lncRNA:CR45811
NR_133148	lncRNA:CR45810
NR_133147	lncRNA:CR45809
NM_001316474	Glut1
NM_206228	trio
NM_206227	CG12038
NM_167851	CG9205
NM_167850	trio
NM_167849	trio
NM_167848	trio
NM_167847	trio
NM_167845	Glut1
NM_143703	trio
NM_138231	CG9205
NM_138229	Glut1
NM_079154	Glut1
NM_001299967	Glut1
NM_001299966	Glut1
NM_001274309	Glut1
NM_001274308	Glut1
NM_001274307	Glut1
NM_001274302	Glut1
NM_001274301	Glut1
NM_001103999	Glut1
NM_001103998	Glut1
NM_001103997	Glut1
NM_001104000	Glut1
NM_079155	bab2
NM_001274313	bab2
NR_124751	lncRNA:CR45747
NM_206230	CG32318
NM_167865	CG32333
NM_167864	tfc
NM_167863	tfc
NM_167858	CG32335
NM_167857	Aplip1
NM_167856	Aplip1
NM_138251	CG2277
NM_138250	CG9149
NM_138249	Rabex-5
NM_138247	tfc
NM_138244	CG9129
NM_138243	Sac1
NM_138242	Psf1
NM_138241	CG9192
NM_138240	CG9194
NM_138238	mwh
NM_138237	CG9119
NM_138236	Trh
NM_138235	CG13912
NM_079158	LysB
NM_079157	LysX
NM_058045	scf
NM_058044	scf
NM_057602	Rac1
NM_057481	LysS
NM_057480	LysP
NM_057479	LysE
NM_057475	LysD
NM_057470	Klp61F
NM_001299968	CG2277
NM_001274319	CG2277
NM_001274318	Rac1
NM_001274317	CG32333
NM_001274316	LysB
NM_001274315	mwh
NM_001274314	mwh
NM_001202087	Sac1
NM_001038895	CG33966
NM_001038894	CG33965
NM_001031925	CG9130
NM_001031924	CG9130
NM_001031923	CG9133
NM_001031922	CG9133
NM_001031921	CG9133
NM_001014555	CG32333
NR_124752	lncRNA:CR45166
NM_167875	Ptp61F
NM_167874	Ptp61F
NM_167873	CG2199
NM_167872	Myo61F
NM_167871	Myo61F
NM_167870	Myo61F
NM_167869	CG9184
NM_167868	Herc4
NM_167867	CG9186
NM_138265	SA-2
NM_138264	CG9173
NM_138263	FucTD
NM_138261	312
NM_138259	l(3)02640
NM_138260	CG2199
NM_138258	CG2211
NM_138257	msd5
NM_138256	msd1
NM_138255	CG9184
NM_138254	Herc4
NM_138253	CG9186
NM_080051	ru
NM_057655	ND-ACP
NM_057654	ND-ACP
NM_057586	Myo61F
NM_057339	Ptp61F
NM_057340	Ptp61F
NM_001274325	312
NM_001274323	CG2199
NM_001274322	CG2211
NM_001274321	ND-ACP
NM_001274320	Herc4
NM_001104002	CG32320
NM_138262	CG9168
NR_133151	asRNA:CR45813
NR_133150	asRNA:CR45812
NR_124753	lncRNA:CR44842
NR_073909	snmRNA:CR43701
NR_048216	scaRNA:MeU2-48
NR_002472	snoRNA:Psi28S-2622
NM_206232	pns
NM_176273	stet
NM_176272	stet
NM_167896	CG7879
NM_167895	CG12099
NM_167894	Pcyt1
NM_167893	Pcyt1
NM_167892	Pcyt1
NM_167891	CG32313
NM_167890	pns
NM_167889	Iml1
NM_167888	Iml1
NM_167887	Psa
NM_167886	Psa
NM_167885	Psa
NM_167884	Psa
NM_167883	Psa
NM_167882	hfp
NM_167881	hfp
NM_167880	hfp
NM_167877	Naa30B
NM_139369	CG7879
NM_139368	CG12003
NM_139367	Pex10
NM_139366	CG12099
NM_139365	Pcyt2
NM_139364	Pcyt1
NM_139363	pns
NM_139362	CG12091
NM_139361	Iml1
NM_139360	Psa
NM_138269	cue
NM_138268	CG12084
NM_138266	robl62A
NM_080384	hfp
NM_079159	rho
NM_001299969	Pcyt1
NM_001274336	Pex10
NM_001274335	Pcyt1
NM_001274334	CG32313
NM_001274333	CG32313
NM_001274332	CG12091
NM_001274331	Iml1
NM_001274329	Psa
NM_001274330	Iml1
NM_001274328	CG12084
NM_001274327	robl62A
NM_001274326	rho
NM_001259617	Psa
NM_001169849	hfp
NM_001169848	hfp
NM_001169847	hfp
NM_001169846	hfp
NM_001169845	hfp
NM_001169844	hfp
NM_001038897	Ir62a
NR_133154	asRNA:CR45815
NR_133153	asRNA:CR45815
NR_133152	asRNA:CR45814
NR_033162	Uhg7
NR_003851	snoRNA:Me28S-A2634a
NR_003849	snoRNA:Me28S-A2634c
NR_003850	snoRNA:Me28S-A2634b
NM_001316470	CG13917
NM_001316449	CG7970
NM_206234	nSyb
NM_206233	CG33230
NM_167910	CG7971
NM_167909	CG7971
NM_167908	alphaCOP
NM_167907	metl
NM_167906	nSyb
NM_167905	nSyb
NM_167904	nSyb
NM_167903	ABCB7
NM_167902	ABCB7
NM_139390	CG13931
NM_139389	CG12011
NM_139388	CG13930
NM_139387	RabX5
NM_139386	CG7974
NM_139385	CG7971
NM_139384	CG7970
NM_139383	Vta1
NM_139382	CG13920
NM_139381	CG17249
NM_139380	CG13919
NM_139379	metl
NM_139378	CG13928
NM_139376	CG13926
NM_139375	CG12105
NM_139372	CG12104
NM_139371	CG13917
NM_079162	RpL23A
NM_079161	GC
NM_058047	alphaCOP
NM_057718	Bro
NM_057717	Bgb
NM_057710	nSyb
NM_001299974	CG7971
NM_001299973	CG13920
NM_001299971	CG12104
NM_001274345	CG13931
NM_001274344	CG7974
NM_001274343	CG7970
NM_001274342	Bgb
NM_001274341	nSyb
NM_001274340	nSyb
NM_001274339	CG12105
NM_001274338	CG12104
NM_001274337	CG13917
NM_001259619	CG7971
NM_001259618	nSyb
NM_001202088	CG13917
NM_001169852	GC
NM_001169851	CG33791
NM_001169850	CG33791
NM_001104005	CG7971
NM_001031931	CG33791
NM_001031930	CG33791
NM_001031929	CG33791
NM_001031928	CG33791
NM_001031927	CG18170
NM_001031926	CG18170
NM_001370049	RpL23A
NR_163222	snoRNA:Or-CD15
NR_133156	asRNA:CR45818
NR_133155	asRNA:CR45834
NR_124756	lncRNA:CR45687
NR_124755	asRNA:CR45686
NR_124754	asRNA:CR44351
NM_206238	CG42676
NM_206236	Dhc62B
NM_206235	CG13921
NM_167920	GV1
NM_167917	Patj
NM_167916	dlt
NM_167915	Gk2
NM_167914	Gk2
NM_167913	Gk2
NM_167912	Gk2
NM_167911	drpr
NM_139409	Cpr62Ba
NM_139399	CG13921
NM_139408	GV1
NM_139398	Gk2
NM_139397	PIG-Wb
NM_139396	Oseg4
NM_139405	CG12020
NM_139395	CG12035
NM_139404	mRpL46
NM_139394	CG18171
NM_139403	CG2021
NM_139402	CG12018
NM_139401	CG13933
NM_139400	CG8001
NM_134317	Patj
NM_057994	Patj
NM_058102	drpr
NM_058055	JTBR
NM_057950	Cht2
NM_057658	Cdc37
NM_057391	alpha-Spec
NM_001299976	CG42676
NM_001299975	Gk2
NM_001274362	CG42676
NM_001274361	JTBR
